Morph-Lemma,Morph-Inflection
大きい,大き
大きい,大きい
大きい,大きかっ
大きい,大きく
大きい,大きゅう
大きな,大きな
大した,大した
大丈夫,大丈夫
大上,大上
大事,大事
大人,大人
大人気,大人気
大会,大会
大体,大体
大分,大分
大切,大切
大勢,大勢
大半,大半
大地,大地
大声,大声
大変,大変
大好き,大好き
大嫌い,大嫌い
大学,大学
大学生,大学生
大幅,大幅
大形,大形
大物,大物
大臣,大臣
大通り,大通り
大量,大量
大阪,大阪
大雨,大雨
大雪,大雪
大騒ぎ,大騒ぎ
天,天
天ぷら,天ぷら
天井,天井
天使,天使
天国,天国
天才,天才
天気,天気
天然,天然
天皇,天皇
天神,天神
天職,天職
太,太
太る,太っ
太る,太ら
太る,太り
太る,太る
太極拳,太極拳
太郎,太郎
太陽,太陽
夫,夫
夫唱婦随,夫唱婦随
夫婦,夫婦
失う,失い
失う,失う
失う,失え
失う,失っ
失う,失わ
失敗,失敗
失敗談,失敗談
失礼,失礼
奇妙,奇妙
奇跡,奇跡
奈良,奈良
契機,契機
契約,契約
奢る,奢っ
奢る,奢り
奥,奥
奥さん,奥さん
奪う,奪い
奪う,奪う
奪う,奪え
奪う,奪お
奪う,奪っ
奪う,奪わ
女,女
女の子,女の子
女人,女人
女子,女子
女子高,女子高
女性,女性
女房,女房
女物,女物
女王,女王
奴,奴
奴ら,奴ら
奴隷,奴隷
好,好
好き,好き
好く,好い
好く,好か
好く,好き
好意,好意
好感,好感
好物,好物
好評,好評
妃,妃
妄想,妄想
妊娠,妊娠
妊婦,妊婦
妖怪,妖怪
妥協,妥協
妹,妹
妻,妻
姉,姉
姉ちゃん,姉ちゃん
姉妹,姉妹
始まり,始まり
始まる,始まっ
始まる,始まら
始まる,始まり
始まる,始まる
始まる,始まろ
始まる,始まん
始め,始め
始める,始め
始める,始めよ
始める,始めりゃ
始める,始める
始める,始めん
委ねる,委ね
委ねる,委ねる
姪浜,姪浜
姫,姫
姿,姿
姿勢,姿勢
威信,威信
威厳,威厳
威嚇,威嚇
威張る,威張っ
威張る,威張ら
威張る,威張り
威張る,威張る
娘,娘
娯楽,娯楽
婚,婚
婚約,婚約
媚びる,媚び
媚びる,媚びる
嫁,嫁
嫁さん,嫁さん
嫁入り,嫁入り
嫉妬,嫉妬
嫌,嫌
嫌々,嫌々
嫌い,嫌い
嫌う,嫌い
嫌う,嫌う
嫌う,嫌っ
嫌う,嫌わ
嫌がらせ,嫌がらせ
嫌がる,嫌がっ
嫌がる,嫌がら
嫌がる,嫌がり
嫌がる,嫌がる
嫌気,嫌気
嬉しい,嬉し
嬉しい,嬉しい
嬉しい,嬉しかっ
嬉しい,嬉しく
子,子
子ども,子ども
子供,子供
子女,子女
子守,子守
子犬,子犬
子育て,子育て
字,字
字幕,字幕
存じ上げる,存じ上げ
存在,存在
孝行,孝行
季節,季節
孤独,孤独
学,学
学ぶ,学ば
学ぶ,学び
学ぶ,学ぶ
学ぶ,学べ
学ぶ,学ぼ
学ぶ,学ん
学べる,学べ
学べる,学べよ
学べる,学べる
学問,学問
学園,学園
学期,学期
学校,学校
学歴,学歴
学生,学生
学習,学習
学者,学者
学部,学部
孫,孫
宅急便,宅急便
宇宙,宇宙
守り,守り
守る,守っ
守る,守ら
守る,守り
守る,守る
守る,守れ
守る,守ろ
守れる,守れ
守れる,守れる
守宮,守宮
安い,安
安い,安い
安い,安かっ
安い,安く
安全,安全
安定,安定
安心,安心
安産,安産
完,完
完備,完備
完全,完全
完成,完成
完璧,完璧
完結,完結
宗教,宗教
定住,定住
定時,定時
定期,定期
定番,定番
定義,定義
宛て,宛て
宜しく,宜しく
宝物,宝物
宝石,宝石
実に,実に
実は,実は
実力,実力
実家,実家
実感,実感
実物,実物
実現,実現
実績,実績
実行,実行
実証,実証
実践,実践
実際,実際
実験,実験
客,客
客観,客観
宣伝,宣伝
宣言,宣言
室,室
宮沢,宮沢
害す,害さ
害す,害し
宵,宵
家,家
家中,家中
家事,家事
家具,家具
家庭,家庭
家族,家族
家来,家来
家計,家計
家賃,家賃
容赦,容赦
宿命,宿命
宿泊,宿泊
宿題,宿題
寂しい,寂し
寂しい,寂しい
寂しい,寂しかっ
寂しい,寂しく
寄せる,寄せ
寄せる,寄せる
寄り添う,寄り添い
寄る,寄っ
寄る,寄ら
寄る,寄り
寄る,寄る
寄る,寄れ
寄る,寄ろ
寅,寅
密,密
富士山,富士山
寒い,寒
寒い,寒い
寒い,寒かっ
寒い,寒く
寝そべる,寝そべっ
寝る,寝
寝る,寝よ
寝る,寝りゃ
寝る,寝る
寝る,寝れ
寝る,寝ろ
寝坊,寝坊
寝泊まり,寝泊まり
寝苦しい,寝苦しい
寝込む,寝込ん
察する,察しろ
察する,察する
察知,察知
寧,寧
寮,寮
寮母,寮母
対する,対する
対応,対応
対等,対等
対策,対策
対象,対象
対面,対面
寿司,寿司
寿命,寿命
封筒,封筒
封鎖,封鎖
専攻,専攻
専業,専業
専用,専用
専門,専門
射る,射
射る,射る
将来,将来
尊い,尊い
尊い,尊き
尊い,尊し
尊敬,尊敬
尊重,尊重
尋ねる,尋ね
尋ねる,尋ねる
尋問,尋問
導く,導い
導く,導か
導く,導き
導く,導く
導く,導け
導入,導入
小さい,小さ
小さい,小さい
小さい,小さかっ
小さい,小さく
小さい,小さけれ
小さな,小さな
小倉,小倉
小僧,小僧
小太り,小太り
小学校,小学校
小学生,小学生
小指,小指
小皿,小皿
小説,小説
小遣い,小遣い
小鳥,小鳥
少々,少々
少し,少し
少ない,少な
少ない,少ない
少ない,少なかっ
少ない,少なから
少ない,少なかれ
少ない,少なく
少ない,少なけれ
少なくとも,少なくとも
少女,少女
少年,少年
尖る,尖っ
就く,就い
就く,就か
就く,就き
就く,就く
就く,就け
就業,就業
就職,就職
尻尾,尻尾
尽かす,尽かさ
尽くす,尽くさ
尽くす,尽くし
尽くす,尽くす
尽くす,尽くせ
尽くす,尽くそ
局,局
居場所,居場所
居心地,居心地
居留守,居留守
居眠り,居眠り
屈す,屈さ
屈す,屈し
屈辱,屈辱
届く,届い
届く,届か
届く,届き
届く,届く
届け,届け
届ける,届け
届ける,届けよ
届ける,届ける
屋,屋
屋台,屋台
屋敷,屋敷
屋根裏,屋根裏
屑,屑
展開,展開
層,層
履歴,履歴
山,山
山の上,山の上
山の神,山の神
山口,山口
山本,山本
山田,山田
山芋,山芋
岡,岡
岡崎,岡崎
岡部,岡部
岩,岩
峠,峠
島,島
島村,島村
崖,崖
崩す,崩さ
崩す,崩し
崩す,崩す
崩れる,崩れ
崩れる,崩れる
崩壊,崩壊
嵐,嵐
川,川
巡り,巡り
巡る,巡っ
巡る,巡ら
巡る,巡り
巡る,巡る
工場,工場
工夫,工夫
工程,工程
左,左
左側,左側
左右,左右
左手,左手
巧妙,巧妙
巨人,巨人
巨大,巨大
差,差
差し,差し
差し出す,差し出さ
差し出す,差し出し
差し出す,差し出す
差し込む,差し込ま
差し込む,差し込み
差し込む,差し込む
差し込む,差し込ん
差す,差さ
差す,差し
差す,差す
差す,差せ
己,己
巻き上げる,巻き上げ
巻き込む,巻き込ま
巻き込む,巻き込み
巻き込む,巻き込む
巻き込む,巻き込ん
巻く,巻い
巻く,巻か
巻く,巻き
巻く,巻く
巻く,巻け
巻く,巻こ
巻物,巻物
市,市
市場,市場
市役所,市役所
市民,市民
市長,市長
布,布
布団,布団
希望,希望
師,師
師匠,師匠
席,席
帰り,帰り
帰り道,帰り道
帰る,帰っ
帰る,帰ら
帰る,帰り
帰る,帰りゃ
帰る,帰る
帰る,帰れ
帰る,帰ろ
帰る,帰ん
帰れる,帰れ
帰れる,帰れよ
帰れる,帰れる
帰国,帰国
帰省,帰省
常,常
常に,常に
常勤,常勤
常時,常時
常識,常識
常連,常連
帽子,帽子
幅,幅
幅広い,幅広い
幅広い,幅広く
幕府,幕府
平凡,平凡
平均,平均
平安,平安
平安京,平安京
平成,平成
平日,平日
平気,平気
平等,平等
年,年
年のうち,年のうち
年上,年上
年下,年下
年代,年代
年収,年収
年明け,年明け
年末,年末
年生,年生
年配,年配
年間,年間
年齢,年齢
幸,幸
幸い,幸い
幸せ,幸せ
幸村,幸村
幸福,幸福
幻,幻
幼い,幼
幼い,幼い
幼い,幼かっ
幼い,幼き
幼い,幼く
幼なじみ,幼なじみ
幼稚園,幼稚園
幽霊,幽霊
広い,広
広い,広い
広い,広かっ
広い,広き
広い,広く
広い,広し
広がる,広がっ
広がる,広がり
広がる,広がる
広げる,広げ
広げる,広げる
広げる,広げろ
広告,広告
広場,広場
床,床
底,底
店,店
店内,店内
店員,店員
店長,店長
度,度
度目,度目
度胸,度胸
座,座
座る,座っ
座る,座ら
座る,座り
座る,座る
座る,座れ
座る,座ん
座長,座長
庭,庭
庶民,庶民
廃業,廃業
廊下,廊下
延ばす,延ばさ
延ばす,延ばし
延ばす,延ばす
延ばす,延ばせ
延ばす,延ばそ
延長,延長
建つ,建っ
建つ,建つ
建て,建て
建てる,建て
建てる,建てる
建物,建物
建築,建築
弁当,弁当
弁護士,弁護士
式,式
式場,式場
弓,弓
引きずり込む,引きずり込ま
引きずり込む,引きずり込む
引きずり込む,引きずり込ん
引きずる,引きずっ
引きずる,引きずり
引きずる,引きずる
引きつける,引きつけ
引きつける,引きつける
引き出し,引き出し
引き出す,引き出さ
引き出す,引き出し
引き出す,引き出す
引き出す,引き出そ
引き出せる,引き出せ
引き出せる,引き出せる
引き受ける,引き受け
引き受ける,引き受ける
引き寄せる,引き寄せ
引き寄せる,引き寄せる
引き止める,引き止め
引き止める,引き止める
引き立て,引き立て
引き算,引き算
引き続き,引き続き
引き起こす,引き起こす
引き込む,引き込ま
引き込む,引き込みゃ
引き込む,引き込む
引き込む,引き込ん
引く,引い
引く,引か
引く,引き
引く,引く
引く,引け
引く,引こ
引く手あまた,引く手あまた
引ける,引け
引ける,引けよ
引ける,引ける
引っ,引っ
引っかかる,引っかかっ
引っかかる,引っかから
引っかかる,引っかかり
引っかかる,引っかかる
引っかく,引っかか
引っこ抜く,引っこ抜い
引っこ抜く,引っこ抜か
引っこ抜く,引っこ抜き
引っこ抜く,引っこ抜け
引っ張る,引っ張っ
引っ張る,引っ張ら
引っ張る,引っ張り
引っ張る,引っ張る
引っ張る,引っ張れ
引っ越し,引っ越し
引っ越す,引っ越し
引っ越す,引っ越す
引っ越す,引っ越せ
引導,引導
引越し,引越し
引退,引退
弟,弟
弱い,弱
弱い,弱い
弱い,弱かっ
弱い,弱き
弱い,弱く
弱音,弱音
張り倒す,張り倒し
張り切る,張り切っ
張り切る,張り切り
張り切る,張り切る
張り切る,張り切れ
張り紙,張り紙
張る,張っ
張る,張ら
張る,張り
張る,張る
強い,強
強い,強い
強い,強かっ
強い,強かろ
強い,強き
強い,強く
強い,強くっ
強い,強けれ
強い,強し
強いる,強い
強いる,強いる
強がる,強がっ
強がる,強がり
強める,強め
強める,強める
強制,強制
強化,強化
強引,強引
強気,強気
強烈,強烈
強盗,強盗
強者,強者
強要,強要
強調,強調
弾く,弾い
弾く,弾か
弾く,弾き
弾く,弾く
弾く,弾け
弾く,弾こ
弾ける,弾け
弾ける,弾ける
当たりまえ,当たりまえ
当たり前,当たり前
当たり障り,当たり障り
当たる,当たっ
当たる,当たら
当たる,当たり
当たる,当たる
当たる,当たれ
当たる,当たん
当てる,当て
当てる,当てる
当てる,当てれ
当分,当分
当初,当初
当店,当店
当日,当日
当時,当時
当然,当然
形,形
形式,形式
彫刻,彫刻
影,影
影響,影響
役,役
役に立つ,役に立た
役に立つ,役に立ち
役に立つ,役に立っ
役に立つ,役に立つ
役人,役人
役割,役割
役柄,役柄
役目,役目
役立つ,役立た
役立つ,役立ち
役立つ,役立っ
役立つ,役立つ
役職,役職
彼,彼
彼ら,彼ら
彼女,彼女
彼氏,彼氏
待,待
待ち合わせ,待ち合わせ
待ち遠しい,待ち遠しい
待つ,待た
待つ,待ち
待つ,待っ
待つ,待つ
待つ,待て
待つ,待と
待てる,待て
待てる,待てよ
待てる,待てる
待機,待機
後,後
後で,後で
後ろ,後ろ
後半,後半
後回し,後回し
後悔,後悔
後日,後日
後者,後者
後見人,後見人
後輩,後輩
徐々に,徐々に
従う,従い
従う,従う
従う,従え
従う,従っ
従う,従わ
従業,従業
得,得
得る,得
得る,得よ
得る,得る
得る,得ん
得意,得意
御免,御免
復帰,復帰
復活,復活
復縁,復縁
復習,復習
復讐,復讐
微妙,微妙
徳,徳
徹,徹
徹す,徹し
徹夜,徹夜
徹底,徹底
心,心
心から,心から
心底,心底
心強い,心強い
心強い,心強かっ
心掛ける,心掛けよ
心理,心理
心細い,心細い
心細い,心細く
心臓,心臓
心象,心象
心遣い,心遣い
心配,心配
必ず,必ず
必ずしも,必ずしも
必勝,必勝
必死,必死
必然,必然
必要,必要
必須,必須
志向,志向
忘れる,忘れ
忘れる,忘れよ
忘れる,忘れる
忘れる,忘れろ
忘れる,忘れん
忘れ物,忘れ物
忙しい,忙し
忙しい,忙しい
忙しい,忙しかっ
忙しい,忙しく
応じる,応じ
応じる,応じる
応募,応募
応援,応援
忠告,忠告
忠誠,忠誠
快楽,快楽
快速,快速
快適,快適
怒り,怒り
怒り狂う,怒り狂う
怒り狂う,怒り狂っ
怒る,怒
怒る,怒っ
怒る,怒ら
怒る,怒り
怒る,怒る
怒る,怒れ
怒れる,怒れ
怒れる,怒れる
怒鳴る,怒鳴っ
怒鳴る,怒鳴ら
怒鳴る,怒鳴る
怖い,怖
怖い,怖い
怖い,怖かっ
怖い,怖く
怖がる,怖が
怖がる,怖がっ
怖がる,怖がら
怖がる,怖がり
怖がる,怖がる
怖がる,怖がん
思い,思い
思いだす,思いだし
思いっきり,思いっきり
思いつく,思いつい
思いつく,思いつか
思いつく,思いつき
思いつく,思いつく
思いやり,思いやり
思い出,思い出
思い出す,思い出さ
思い出す,思い出し
思い出す,思い出す
思い出す,思い出せ
思い出せる,思い出せ
思い出せる,思い出せる
思い出せる,思い出せん
思い切り,思い切り
思い切る,思い切っ
思い切る,思い切る
思い当たる,思い当たっ
思い描く,思い描い
思う,思い
思う,思う
思う,思え
思う,思お
思う,思っ
思う,思わ
思える,思え
思える,思える
思わず,思わず
思慮,思慮
思考,思考
怠ける,怠け
怠ける,怠けれ
怠慢,怠慢
急,急
急ぐ,急い
急ぐ,急が
急ぐ,急ぎ
急ぐ,急ぎゃ
急ぐ,急ぐ
急ぐ,急げ
急ぐ,急ご
急遽,急遽
性,性
性格,性格
性欲,性欲
性能,性能
性質,性質
怪しい,怪しい
怪しい,怪しかっ
怪しい,怪しく
怪我,怪我
怪物,怪物
怯える,怯え
怯える,怯える
怯える,怯えろ
恋,恋
恋しい,恋し
恋しい,恋しい
恋しい,恋しく
恋人,恋人
恋愛,恋愛
恐がる,恐がっ
恐れ,恐れ
恐れながら,恐れながら
恐れる,恐れ
恐れる,恐れる
恐ろしい,恐ろし
恐ろしい,恐ろしい
恐ろしい,恐ろしかっ
恐ろしい,恐ろしく
恐怖,恐怖
恐縮,恐縮
恥,恥
恥ずかしい,恥ずかし
恥ずかしい,恥ずかしい
恥ずかしい,恥ずかしかっ
恥ずかしい,恥ずかしく
恥ずかしい,恥ずかしくっ
恥ずかしい,恥ずかしゅう
恥ずかしながら,恥ずかしながら
恨む,恨ま
恨む,恨み
恨む,恨む
恨む,恨め
恨む,恨ん
恩,恩
息,息
息子,息子
悔い,悔い
悔しい,悔し
悔しい,悔しい
悔しい,悔しかっ
悔しい,悔しく
悔やむ,悔やめ
悔やむ,悔やん
悟る,悟っ
悟る,悟ら
悟る,悟り
悟る,悟れ
悟る,悟ん
患者,患者
悩み,悩み
悩む,悩ま
悩む,悩み
悩む,悩む
悩む,悩め
悩む,悩も
悩む,悩ん
悪,悪
悪い,悪
悪い,悪い
悪い,悪ぅ
悪い,悪かっ
悪い,悪かろ
悪い,悪く
悪い,悪けりゃ
悪口,悪口
悪循環,悪循環
悪者,悪者
悪魔,悪魔
悲しい,悲し
悲しい,悲しい
悲しい,悲しかっ
悲しい,悲しく
悲しむ,悲しま
悲しむ,悲しむ
悲しむ,悲しん
悲鳴,悲鳴
情けない,情けな
情けない,情けない
情けない,情けなかっ
情けない,情けなく
情勢,情勢
情報,情報
情熱,情熱
情緒,情緒
惑わす,惑わさ
惑星,惑星
惚れる,惚れ
惜しい,惜し
惜しい,惜しい
惜しい,惜しかっ
惜しい,惜しく
想い,想い
想う,想う
想う,想っ
想像,想像
愁傷,愁傷
意味,意味
意図,意図
意地,意地
意地悪,意地悪
意外,意外
意外と,意外と
意志,意志
意思,意思
意見,意見
意識,意識
愚か,愚か
愚か者,愚か者
愚痴,愚痴
愛,愛
愛し合う,愛し合う
愛し合う,愛し合っ
愛す,愛さ
愛す,愛し
愛す,愛す
愛する,愛する
愛人,愛人
愛情,愛情
愛想,愛想
愛犬,愛犬
感,感
感じ,感じ
感じる,感じ
感じる,感じる
感じる,感じろ
感じ取る,感じ取っ
感じ取る,感じ取り
感じ取る,感じ取る
感じ取る,感じ取れ
感動,感動
感情,感情
感想,感想
感覚,感覚
感触,感触
感謝,感謝
態,態
態度,態度
慌てる,慌て
慌てる,慌てる
慎重,慎重
慣れっこ,慣れっこ
慣れる,慣れ
慣れる,慣れる
慣れる,慣れれ
慣用,慣用
慰め,慰め
慰める,慰め
慰める,慰める
憂い,憂
憂い,憂い
憎む,憎み
憎む,憎む
憎む,憎ん
憎悪,憎悪
憧れる,憧れ
憧れる,憧れる
憶える,憶え
懐かしい,懐かし
懐かしい,懐かしい
懐かしい,懐かしく
懸ける,懸け
懸ける,懸けよ
懸ける,懸ける
成り立つ,成り立た
成り立つ,成り立っ
成り立つ,成り立つ
成人,成人
成功,成功
成川,成川
成熟,成熟
成立,成立
成績,成績
成長,成長
我,我
我々,我々
我が,我が
我慢,我慢
戦,戦
戦い,戦い
戦う,戦い
戦う,戦う
戦う,戦え
戦う,戦お
戦う,戦っ
戦う,戦わ
戦える,戦え
戦える,戦えりゃ
戦える,戦える
戦える,戦えれ
戦争,戦争
戦士,戦士
戦後,戦後
戦闘,戦闘
戻す,戻さ
戻す,戻し
戻す,戻す
戻す,戻せ
戻す,戻そ
戻る,戻
戻る,戻っ
戻る,戻ら
戻る,戻り
戻る,戻る
戻る,戻れ
戻る,戻ろ
戻る,戻ん
戻れる,戻れ
戻れる,戻れよ
戻れる,戻れる
戻れる,戻れん
所,所
所属,所属
扇風機,扇風機
扉,扉
手,手
手伝い,手伝い
手伝う,手伝い
手伝う,手伝う
手伝う,手伝え
手伝う,手伝お
手伝う,手伝っ
手伝う,手伝わ
手前,手前
手加減,手加減
手取り,手取り
手土産,手土産
手帳,手帳
手拭い,手拭い
手放し,手放し
手放せる,手放せ
手段,手段
手洗,手洗
手洗い,手洗い
手紙,手紙
手術,手術
手袋,手袋
手足,手足
手遅れ,手遅れ
才能,才能
打ち合わせ,打ち合わせ
打ち明ける,打ち明け
打ち明ける,打ち明ける
打ち込む,打ち込ま
打ち込む,打ち込み
打ち込む,打ち込む
打ち込む,打ち込ん
打つ,打た
打つ,打ち
打つ,打ちゃ
打つ,打っ
打つ,打つ
打つ,打て
打つ,打と
打てる,打て
打てる,打てる
打てる,打てん
払う,払い
払う,払う
払う,払え
払う,払お
払う,払っ
払う,払わ
扱い,扱い
扱う,扱い
扱う,扱う
扱う,扱お
扱う,扱っ
扱う,扱わ
批判,批判
承知,承知
技,技
技術,技術
把握,把握
抑える,抑え
抑える,抑える
抑える,抑えろ
投げる,投げ
投げる,投げりゃ
投げる,投げる
投げる,投げれ
投げる,投げろ
投票,投票
投稿,投稿
折る,折っ
折る,折ら
折る,折り
折る,折る
折れる,折れ
折れる,折れる
抜き,抜き
抜く,抜い
抜く,抜か
抜く,抜き
抜く,抜く
抜く,抜け
抜く,抜こ
抜ける,抜け
抜ける,抜ける
抜ける,抜けれ
抜け出せる,抜け出せ
抜け出せる,抜け出せる
抱える,抱え
抱える,抱える
抱える,抱えん
抱え込む,抱え込ま
抱え込む,抱え込ん
抱きしめる,抱きしめ
抱きしめる,抱きしめる
抱きつく,抱きつい
抱きつく,抱きつか
抱きつく,抱きつく
抱きつく,抱きつこ
抱き合う,抱き合う
抱き合う,抱き合っ
抱く,抱い
抱く,抱か
抱く,抱き
抱く,抱く
抱ける,抱け
抱ける,抱ける
抱負,抱負
抵抗,抵抗
押さえる,押さえ
押さえる,押さえよ
押さえる,押さえりゃ
押さえる,押さえる
押しかける,押しかけ
押し倒す,押し倒す
押す,押さ
押す,押し
押す,押す
押す,押せ
押せる,押せ
押せる,押せる
担い手,担い手
担任,担任
担当,担当
拍手,拍手
拒む,拒む
拒否,拒否
拓海,拓海
拗る,拗ら
招き,招き
招待,招待
拝見,拝見
拭く,拭い
拭く,拭き
拭く,拭く
拷問,拷問
拾う,拾い
拾う,拾う
拾う,拾え
拾う,拾お
拾う,拾っ
拾う,拾わ
持ち上げる,持ち上げ
持ち上げる,持ち上げる
持ち主,持ち主
持ち出す,持ち出さ
持ち出す,持ち出し
持ち出す,持ち出す
持ち家,持ち家
持ち帰る,持ち帰っ
持ち帰る,持ち帰ら
持ち帰る,持ち帰り
持ち帰る,持ち帰る
持ち帰る,持ち帰れ
持ち帰る,持ち帰ろ
持ち時間,持ち時間
持ち替える,持ち替え
持ち歩く,持ち歩い
持ち歩く,持ち歩か
持ち歩く,持ち歩く
持ち込む,持ち込ま
持ち込む,持ち込む
持ち込む,持ち込め
持ち込む,持ち込ん
持つ,持た
持つ,持ち
持つ,持ちゃ
持つ,持っ
持つ,持つ
持つ,持て
持つ,持と
持てる,持て
持てる,持てる
指,指
指す,指さ
指す,指し
指す,指す
指す,指せ
指令,指令
指先,指先
指名,指名
指定,指定
指導,指導
指摘,指摘
指示,指示
指輪,指輪
挑む,挑み
挑む,挑む
挑む,挑め
挑む,挑も
挑む,挑ん
挑戦,挑戦
挙げる,挙げ
挙げる,挙げよ
挙げる,挙げる
挨拶,挨拶
挫折,挫折
振り,振り
振り向く,振り向い
振り向く,振り向か
振り向く,振り向き
振り向く,振り向く
振り込む,振り込ま
振り込む,振り込み
振り込む,振り込む
振り込む,振り込ん
振り返る,振り返っ
振り返る,振り返ら
振り返る,振り返り
振り返る,振り返る
振り返る,振り返れ
振る,振
振る,振っ
振る,振ら
振る,振り
振る,振りゃ
振る,振る
振る,振れ
振る,振ん
振る舞う,振る舞う
振る舞う,振る舞え
振る舞う,振る舞お
振る舞う,振る舞っ
振る舞う,振る舞わ
捉える,捉え
捉える,捉える
捉える,捉えれ
捕まえる,捕まえ
捕まえる,捕まえよ
捕まえる,捕まえる
捕まえる,捕まえれ
捕まえる,捕まえろ
捕まる,捕まっ
捕まる,捕まら
捕まる,捕まり
捕まる,捕まりゃ
捕まる,捕まる
捕まる,捕まれ
捕る,捕っ
捕る,捕ら
捕る,捕る
捕る,捕れ
捕る,捕ろ
捜す,捜さ
捜す,捜し
捜す,捜す
捜す,捜せ
捜す,捜そ
捜査,捜査
捧げる,捧げ
捧げる,捧げよ
捧げる,捧げる
捧げる,捧げれ
捨てる,捨て
捨てる,捨てよ
捨てる,捨てる
捨てる,捨てろ
捨てる,捨てん
捲る,捲る
掃除,掃除
授業,授業
掘り下げる,掘り下げ
掘り下げる,掘り下げる
掘り出し物,掘り出し物
掘る,掘っ
掘る,掘ら
掘る,掘り
掘る,掘る
掘る,掘れ
掛かる,掛かっ
掛かる,掛から
掛かる,掛かり
掛かる,掛かる
掛ける,掛け
掛ける,掛けよ
掛ける,掛ける
掛ける,掛けろ
掛け持ち,掛け持ち
採り,採り
採用,採用
探し出す,探し出さ
探し出す,探し出し
探し出す,探し出す
探し出す,探し出せ
探し出す,探し出そ
探し回る,探し回っ
探す,探さ
探す,探し
探す,探す
探す,探せ
探す,探そ
探る,探
探る,探っ
探る,探ら
探る,探り
探る,探る
探る,探れ
探る,探ろ
探索,探索
接する,接する
接点,接点
接触,接触
接近,接近
控え,控え
控え目,控え目
推測,推測
推薦,推薦
掲載,掲載
掴まる,掴まっ
掴まる,掴まる
掴まる,掴まれ
掴む,掴ま
掴む,掴み
掴む,掴む
掴む,掴ん
揃う,揃っ
揃える,揃え
揃える,揃える
描く,描い
描く,描か
描く,描き
描く,描く
描く,描け
描ける,描け
描ける,描ける
提供,提供
提出,提出
提唱,提唱
提案,提案
提示,提示
提起,提起
握る,握
握る,握っ
握る,握ら
握る,握り
握る,握る
援護,援護
揺らす,揺らし
揺れ,揺れ
揺れる,揺れ
揺れる,揺れる
損,損
損なう,損なう
損なう,損なっ
携帯,携帯
搾る,搾り
搾取,搾取
撃つ,撃た
撃つ,撃ち
撃つ,撃ちゃ
撃つ,撃っ
撃つ,撃つ
撃つ,撃て
撃つ,撃と
撤回,撤回
撫でる,撫で
撮る,撮
撮る,撮っ
撮る,撮ら
撮る,撮り
撮る,撮る
撮る,撮れ
撮る,撮ろ
撮影,撮影
攫う,攫う
攫う,攫っ
攫う,攫わ
支え,支え
支える,支え
支える,支える
支店,支店
支度,支度
支払い,支払い
支持,支持
支援,支援
支配,支配
支障,支障
改めて,改めて
改善,改善
攻撃,攻撃
攻略,攻略
放す,放さ
放す,放し
放す,放す
放す,放せ
放せる,放せ
放せる,放せよ
放ったらかし,放ったらかし
放つ,放た
放つ,放ち
放つ,放っ
放つ,放つ
放つ,放て
放れる,放れ
放れる,放れろ
政府,政府
故郷,故郷
故障,故障
敏感,敏感
救い,救い
救う,救い
救う,救う
救う,救え
救う,救お
救う,救っ
救う,救わ
救える,救え
救える,救える
救える,救えん
救命,救命
救急,救急
敗れる,敗れ
敗れる,敗れる
教,教
教え,教え
教える,教え
教える,教えよ
教える,教えりゃ
教える,教える
教える,教えれ
教える,教えろ
教室,教室
教師,教師
教授,教授
教科書,教科書
教育,教育
教養,教養
敢えて,敢えて
散る,散
散る,散っ
散る,散ら
散る,散り
散る,散る
散る,散れ
散る,散ろ
散歩,散歩
敬う,敬い
敬う,敬う
敬意,敬意
敬愛,敬愛
敬語,敬語
数,数
数える,数え
数える,数える
数える,数えれ
数カ月,数カ月
数字,数字
整う,整い
整う,整う
整う,整っ
整える,整え
整える,整える
整列,整列
整形,整形
整理,整理
敵,敵
敵意,敵意
敷く,敷い
敷く,敷か
敷く,敷き
敷く,敷く
敷く,敷け
文,文
文体,文体
文化,文化
文句,文句
文字,文字
文法,文法
文章,文章
料,料
料理,料理
料金,料金
断ち切れる,断ち切れる
断り,断り
断る,断っ
断る,断ら
断る,断り
断る,断る
断る,断れ
断トツ,断トツ
断然,断然
断言,断言
新,新
新しい,新し
新しい,新しい
新しい,新しき
新しい,新しく
新た,新た
新入,新入
新入生,新入生
新品,新品
新年,新年
新幹線,新幹線
新月,新月
新聞,新聞
新鮮,新鮮
方,方
方々,方々
方向,方向
方法,方法
方程式,方程式
方角,方角
方針,方針
方面,方面
施設,施設
旅,旅
旅人,旅人
旅行,旅行
旋回,旋回
既,既
既に,既に
日,日
日々,日々
日にち,日にち
日の出,日の出
日向,日向
日向ぼっこ,日向ぼっこ
日大,日大
日差し,日差し
日帰り,日帰り
日常,日常
日時,日時
日曜,日曜
日曜日,日曜日
日本,日本
日本人,日本人
日本語,日本語
日焼け,日焼け
日記,日記
日陰,日陰
日頃,日頃
旦那,旦那
早,早
早い,早
早い,早い
早い,早う
早い,早かっ
早い,早く
早い,早くっ
早い,早けれ
早め,早め
早寝,早寝
早朝,早朝
早苗,早苗
早起き,早起き
早速,早速
昇る,昇っ
昇る,昇り
昇る,昇る
明,明
明かり,明かり
明ける,明け
明ける,明ける
明ける,明けれ
明らか,明らか
明るい,明るい
明るい,明るかっ
明るい,明るく
明後日,明後日
明快,明快
明日,明日
明確,明確
易い,易
易い,易く
昔,昔
昔話,昔話
星空,星空
映す,映し
映す,映す
